1 1 1 -6 1 1 1 -6 1 1 1 1 1 1 1 1 1 1 1 1 -6 1 1 1 -6 1 1 1 1 -6 1 1 1 1 1 1 1 -6 1 1 1 1 1 1 1 1 1 -6 1 1 1 1 1 -6 1 1
13 13 13 -85 6 20 13 13 20 6 -85 -92 20 6 20 20 6 20 13 27 13 13 13 20 -99 20 13 20 6 -85 20 6 20 13 27 13 13 -85 6 20 20 6 20 13 27 13 20 6 20 13 27 13 -22 -113 -22 -15
13 -92 13 13 20 13 13 -92 13 20 13 13 13 20 13 13 20 13 20 13 -85 13 13 13 -85 13 13 13 20 13 13 20 13 20 -92 20 13 13 20 -92 13 20 13 20 13 20 -22 -15 13 -15 13 20 -120 13 20 20
10 17 17 -88 10 24 10 10 10 -102 17 -88 17 10 24 17 10 24 10 24 17 -25 10 10 3 -18 17 17 10 -116 17 10 24 10 24 17 10 10 3 -18 10 3 17 3 17 10 17 10 24 10 24 17 -25 -116 -18 -18
12 5 12 -86 -2 19 5 12 19 -2 -86 5 12 -9 12 19 -2 19 5 26 5 12 -86 26 5 26 12 19 -2 -86 26 5 26 12 33 12 12 -86 -2 19 26 5 26 12 33 12 19 -2 19 5 26 5 -23 -107 -23 -16
5 -93 5 12 19 12 5 -2 5 12 5 5 12 19 12 5 12 5 19 12 -86 12 5 12 -86 12 12 19 26 19 12 19 12 26 -86 26 5 12 19 -93 5 12 5 19 12 19 -23 -16 12 -9 19 26 -121 12 19 26
17 17 17 -88 17 10 17 17 17 -88 10 -88 17 17 10 17 17 10 17 10 10 -123 17 17 17 -25 17 17 17 -25 17 17 10 17 10 10 17 17 17 -25 17 17 10 17 10 10 17 17 10 17 10 10 -123 -25 -25 -25
19 -86 12 12 19 19 19 -93 12 19 19 12 12 19 19 5 12 12 12 12 -86 19 12 12 -86 19 12 12 19 19 5 12 12 12 -93 19 12 12 19 -86 5 12 12 12 12 19 -30 -23 12 -23 12 19 -30 5 12 12
1 1 1 0 1 1 2 -13 1 2 2 2 1 2 2 1 2 2 1 1 -13 2 2 1 -13 2 2 1 2 -13 1 2 2 1 1 2 3 -13 3 3 2 3 3 2 2 3 2 -12 3 2 2 3 2 -13 3 2
12 5 5 -86 5 19 5 5 19 5 -86 -2 12 -2 12 12 -2 12 12 26 12 12 12 26 -93 26 5 19 5 -86 19 5 19 19 33 19 5 -86 5 19 19 5 19 19 33 19 12 -2 12 12 26 12 -23 -114 -23 -9
5 -2 5 5 12 5 5 -93 12 19 12 5 5 12 5 12 19 12 19 12 -86 5 12 12 -86 12 5 5 12 5 12 19 12 19 -93 19 12 12 19 -93 19 26 19 26 19 26 -23 -16 12 -16 12 19 -114 19 26 26
10 17 24 -88 17 10 -25 -18 10 10 3 -116 17 17 10 24 24 17 17 10 10 10 17 10 -95 3 24 17 17 -95 24 24 17 17 10 10 -18 10 10 3 17 17 10 10 3 3 24 24 17 17 10 10 -116 -18 -18 -25
17 17 17 -88 10 17 17 17 17 -95 17 -88 17 10 17 17 10 17 10 17 10 -123 17 17 10 -18 17 17 10 -18 17 10 17 10 17 10 17 17 10 -18 17 10 17 10 17 10 17 10 17 10 17 10 -25 -123 -25 -25
12 -93 12 12 12 5 12 -93 12 12 5 12 12 12 5 12 12 5 12 5 5 19 19 19 -86 12 19 19 19 12 19 19 12 19 -93 12 19 19 19 -93 19 19 12 19 12 12 -16 -16 12 -16 12 12 -121 12 12 12
2 2 2 -14 1 2 3 3 2 2 -12 -12 2 2 3 2 2 3 1 2 2 -13 2 1 1 2 2 1 1 2 1 1 2 0 1 1 3 2 2 3 2 -13 3 1 2 2 2 2 3 1 2 -13 1 -13 2 1
2 2 2 0 -13 2 3 3 1 3 -12 -12 1 3 3 1 3 3 1 1 3 -13 2 0 2 2 2 0 2 2 0 2 2 0 0 2 3 1 3 3 1 -12 3 1 1 3 1 3 3 1 1 -12 1 -14 3 1
12 5 12 -86 5 12 12 19 26 12 -86 -93 19 5 12 26 12 19 19 26 12 5 12 19 -100 12 5 12 -2 5 19 5 12 12 19 5 12 -86 5 12 26 12 19 19 26 12 19 5 12 12 19 5 -16 -114 -23 -16
20 20 27 -85 20 13 13 20 13 -92 6 -85 13 13 6 20 20 13 13 6 6 -92 20 13 13 6 20 13 13 6 20 -85 13 13 6 6 13 6 6 -1 13 13 6 6 -1 -1 13 13 6 6 -1 -1 13 -99 6 -1
-26 9 9 2 9 -33 16 16 9 16 -26 16 -96 16 9 9 16 9 9 2 9 16 16 9 16 -26 -89 9 16 9 9 16 9 9 2 9 23 16 23 16 -19 -117 16 -19 9 16 16 23 16 16 9 -89 -19 9 16 9
9 23 23 -89 23 16 -26 -26 2 9 2 -117 16 23 16 16 23 16 16 9 16 9 9 2 9 2 23 16 -12 -19 16 23 16 16 9 -124 -26 2 9 2 2 9 2 2 -5 2 16 23 16 16 9 -19 -89 9 16 9
4 4 4 -101 11 18 4 4 4 11 -87 4 4 11 18 4 11 18 11 18 25 4 4 4 11 18 4 4 -24 -17 4 11 18 11 18 -10 4 4 11 18 4 -94 18 11 18 25 4 11 18 11 18 -115 11 -87 25 25
11 18 4 -101 25 18 11 -108 -3 18 11 4 4 25 18 -10 11 4 11 4 25 -10 11 11 -3 -10 18 18 -31 -38 4 25 18 25 18 -31 11 11 -3 -10 -3 18 11 18 11 -3 4 25 18 25 18 -136 -94 4 25 25
18 18 18 -87 11 32 4 4 4 -3 18 4 4 -3 -87 4 -3 18 -3 18 11 18 18 18 -24 -108 -87 18 11 32 18 11 32 11 32 -10 4 4 -3 18 4 -3 18 -3 18 -24 4 -3 18 -3 18 11 -3 -87 11 11
23 23 16 -89 16 16 23 16 16 -89 16 -89 16 16 16 9 9 9 9 9 9 -117 16 16 16 -19 16 16 16 -19 9 9 9 9 9 9 16 16 16 -19 9 9 9 9 9 9 9 9 9 9 9 9 -33 -33 -33 -33
11 25 11 -94 32 25 4 -10 -10 11 4 4 4 25 18 -10 -94 4 11 4 25 -10 11 11 -3 -10 25 25 -129 -31 11 32 25 32 25 -24 4 4 -10 -17 -10 11 4 11 4 -10 4 25 18 25 18 -31 11 -101 25 25
11 18 11 -94 32 32 -3 -10 -10 11 11 -3 -3 18 18 -10 11 -94 11 11 32 -17 11 11 -3 -3 18 18 -31 -31 11 32 32 32 32 -122 -3 -3 -17 -17 -10 11 11 11 11 -3 -3 18 18 18 18 -31 -94 11 32 32
-3 4 -3 -3 4 11 11 4 4 11 -87 -94 11 18 25 4 11 18 11 18 25 4 -3 -3 4 11 4 4 -24 -17 -3 4 11 4 11 -17 11 11 18 25 4 11 18 -94 18 25 11 18 25 18 25 -108 11 -87 25 25
18 18 11 -94 25 32 4 -108 -3 11 18 -3 -3 11 18 -10 4 11 4 11 25 -10 18 18 -3 4 18 18 -38 -31 11 25 32 25 32 -129 4 4 -17 -10 -3 11 18 11 18 -3 -3 11 18 11 18 -38 4 -94 25 25
25 -115 18 -24 18 18 25 18 11 18 -87 18 -24 18 18 4 11 11 4 4 11 25 18 11 -87 18 18 -24 18 18 4 11 11 4 4 11 -87 11 18 18 4 11 11 4 4 11 4 11 11 4 4 11 -3 -3 -101 -3
