-48 -55 155 155 15 15 -48 -209 -209 -104 -104 155 155 15 15 -237 99 99 99 99 -62 -55 155 155 15 15 -188 -188 -118 -118 -104 92 92 92 92 -174 155 155 15 15 -237 99 99 99 99 -62 -104 92 92 92 92 -174 -160 -160 15 15
-19 -19 23 23 23 23 -19 -54 -54 -19 -19 23 23 23 23 -19 23 23 23 23 -54 -19 23 23 23 23 -19 -19 -54 -54 -54 23 23 23 23 -19 23 23 23 23 -19 23 23 23 23 -54 -54 23 23 23 23 -19 -19 -19 -19 -19
-68 -187 135 135 16 16 -68 -187 -187 -96 -96 135 135 16 16 -110 107 107 107 107 -33 -187 135 135 16 16 -5 -5 -124 -124 -229 93 93 93 93 -47 135 135 16 16 -110 107 107 107 107 -33 -229 93 93 93 93 -47 -152 -152 -166 -166
-73 -122 -206 -206 -73 -122 -52 214 214 -129 -52 165 165 -52 -122 -255 214 165 214 165 -52 -52 214 214 -129 -52 165 165 -52 -122 -255 214 165 214 165 -52 214 214 -129 -73 -346 -248 214 -248 214 -129 -255 214 -206 214 -206 -73 -346 -255 214 214
-80 -143 32 32 81 74 -80 -31 -31 -297 -199 32 32 81 74 -45 130 123 130 123 -38 -143 32 32 81 74 -52 -52 -3 -10 -108 67 60 67 60 -101 32 32 81 74 -45 130 123 130 123 -38 -108 67 60 67 60 -101 -150 -157 -192 -192
179 -157 39 39 179 18 179 39 39 -157 -192 39 39 179 18 -122 39 -122 39 -122 -192 -262 179 179 -262 179 -157 -157 -262 -157 -192 179 39 179 39 179 179 179 -262 179 18 -157 39 -157 39 -157 -192 179 39 179 39 179 18 -122 39 39
22 -22 8 8 21 6 22 4 4 -13 -43 8 8 21 6 -13 3 -12 3 -12 -29 -29 21 21 -31 22 -23 -23 -30 -22 -26 20 8 20 8 21 21 21 -31 22 0 -14 4 -14 4 -13 -26 20 8 20 8 21 -1 -13 3 3
-100 -268 19 19 96 96 -170 12 12 89 89 -51 -51 26 26 -100 103 103 103 103 -156 -100 -44 -44 -177 -177 19 19 96 96 -51 152 152 152 152 -107 12 12 89 89 -58 145 145 145 145 -114 -100 103 103 103 103 -156 -212 -212 -240 -240
-18 -46 17 17 59 52 -18 24 24 -284 -186 17 17 59 52 -67 101 94 101 94 -109 -46 17 17 59 52 -137 -137 10 3 -95 73 66 73 66 -102 17 17 59 52 -67 101 94 101 94 -109 -95 73 66 73 66 -102 -116 -123 -60 -60
-109 -60 31 31 52 66 -109 -39 -39 -18 -4 31 31 52 66 -25 17 31 17 31 -53 -60 31 31 52 66 -46 -46 -130 -221 24 66 80 66 80 -4 31 31 52 66 -25 17 31 17 31 -53 24 66 80 66 80 -4 -130 -221 -74 -74
