203 2179 5125
157 536 5125
200 832 988
8 46 2956
751 4794 6609
179 1319 4651
200 686 988
157 793 4830
192 209 655
49 103 1236
49 210 836
20 915 5125
49 836 1773
3 159 1334
24 147 1385
15 204 1610
857 1280 1383
183 779 1383
105 169 1569
82 208 2105
103 3409 9316
194 2980 9433
162 1639 3574
1521 4282 4613 5639
20 49 4436
1021 4104 5125
167 170 1569
17 133 189
836 1535 7849
103 703 3523
82 204 1109
35 103 157
53 88 943
163 205 12126
88 152 943
35 145 7976
24 3525 7561
103 694 4013
68 189 942
1449 2989 13213
72 910 7474
20 33 3523
1094 2532 3420
800 2506 5337
157 184 5207
103 857 3523
686 1918 5125
68 1109 2233
1280 2105 13210
190 1517 2498
206 749 4104
179 2263 13213
176 3908 6205
5 206 1109
82 871 3823
8 133 4609
192 3295 7849
196 1109 1385
210 793 3709
179 201 2105
78 836 2179
20 173 5125
103 4040 4651
46 77 1660
24 88 2485
1123 2105 7543
24 386 2136
196 851 929
105 169 4512
386 2173 2752
20 2105 4665
68 1021 1329
133 157 686
63 539 4834
194 1109 1280
196 1109 4915
208 1109 4510
79 386 1031
821 2506 2752
1280 8677 11092
179 797 1034
185 196 1660
94 1209 2485
836 1000 1209
3 106 882
10 103 1099
179 933 1226
49 640 7543
105 2823 4420
106 175 4968
105 170 4660
179 2105 3199
192 836 1687
33 157 749
1031 2038 9190
8 5207 7922
3 20 167
751 871 1517
103 157 1383
56 736 4825
8 1409 5207
203 1123 3523
204 1109 2179
159 191 12700
105 133 169
1660 2980 10984
20 148 990
33 185 203
63 192 990
24 49 103
205 957 2136
8 871 3537
9 148 5211
2060 3420 9229
1034 1109 2179
169 1918 5125
1280 5125 9718
793 1683 2422
46 2108 3420
745 1329 5071
20 27 1109
1257 1385 5173
24 2122 9649
82 205 12126
33 49 103
77 1530 1598
63 148 836
929 1127 2120
35 157 1334
24 1540 4669
179 2179 9202
3 162 678
703 1449 2980
942 1012 9695
20 119 793
156 203 9202
206 2254 4104
3 184 3537
205 1031 9199
47 169 200
103 169 686
24 1588 8908
46 3709 8677
160 178 793
199 2179 2864
179 2105 5876
83 193 4110
163 2431 7849
63 162 3297
84 1517 2201
169 176 4794
77 1280 8677
49 703 1449
24 49 192
194 208 797
17 169 4510
46 2254 8677
15 82 2179
204 1610 2176
1109 7024 12951
20 355 836
203 1278 13213
105 770 1569
162 1109 4794
103 201 1535
179 203 13210
62 97 194
192 736 7627
836 3295 10420
192 386 2173
163 205 7849
176 187 4346
918 1109 7450
3537 5036 8492
163 1031 7849
163 2122 9199
175 993 1594
203 1280 7543
1034 2105 5168
157 192 2989
192 1109 2989
1109 1280 4915
119 179 205
103 2105 3420
44 162 195
82 920 2713
15 770 2707
3 129 5801
210 751 990
8 929 1333
28 88 797
643 1521 4613
8 184 201
20 1034 9202
179 1891 2105
97 194 832
48 749 5125
133 176 5784
27 162 4794
204 839 2122
137 201 1449
20 49 119
173 2422 2808
205 1236 3908
203 1123 7543
94 192 2485
166 184 1713
836 2431 6609
169 194 201
48 915 2989
192 1094 1350
24 192 1021
25 871 1409
3 157 1318
53 198 943
190 2752 4609
15 79 868
74 162 2173
13 145 3326
20 2535 5374
27 173 3298
8 2956 7128
24 770 1329
205 703 4665
1109 1280 7026
169 1109 3908
24 836 9202
20 163 5125
173 178 2422
105 749 10216
24 192 9721
11 46 173
749 1325 2485
8 942 4968
46 2532 12951
133 173 797
185 2822 5505
3 703 1280
194 1449 2105
147 162 194
8 145 3537
199 7128 12907
169 183 1569
24 63 7849
81 920 9649
103 192 836
49 171 13210
15 206 2179
179 765 1443
210 836 10420
20 793 1639
15 797 4915
1660 8677 11092
47 169 3579
910 2747 9769
72 157 7474
94 163 10420
203 208 913
162 2776 12117
184 643 2368
157 751 3908
157 168 7953
644 882 1520
84 1283 4167
157 995 3295
175 993 2234
199 643 1280
24 103 1385
821 2752 4609
8 194 5211
24 56 386
24 74 836
77 157 7840
49 2105 4013
157 1109 12951
749 1109 2016
15 28 2179
194 1109 5125
34 107 736
192 1319 7783
184 204 1409
209 1015 1325
3 195 355
63 194 3295
871 2295 3537
44 733 8492
8 88 1109
15 28 707
63 205 7849
209 779 7570
169 877 5071
1094 1350 7474
836 3295 5125
749 1109 1908
162 3295 7849
159 201 3860
162 200 12117
174 3297 12117
177 205 7849
79 190 207
884 3420 12907
133 169 1569
8 11 24
15 204 3302
162 1255 7194
105 133 1588
20 94 157
165 204 2713
49 167 1443
63 499 5301
35 157 2239
15 205 5182
179 1034 1109
17 144 200
159 163 9190
24 203 9202
162 200 512
643 1280 2532 3420
15 28 5270
49 1236 3420
46 49 9202
836 1537 2239
133 169 1109
49 103 638
185 205 1139
49 167 3523
49 157 5168
169 871 1409
20 201 9202
17 832 2823
183 200 2173
1517 4167 7751
1535 3295 7849
49 205 1209
851 882 1333
668 2105 3199
194 1540 4258
1560 1639 4804
166 1517 7751
48 194 4346
133 156 4510
88 105 169
20 1109 4794
751 980 6609
106 182 647
46 1094 12907
173 1109 9202
74 200 4645
84 1254 3718
82 148 836
15 1031 5128
643 1094 1280
63 204 961
185 836 1139
157 995 10420
173 196 9229
4804 9999 10420 14249
199 2485 4040
1713 4282 5639
28 793 996
74 172 2701
194 2431 10420
157 2179 9202
15 194 1109
106 683 3885
3 179 4651
56 162 1031
703 1123 3523
871 4167 8480
15 49 84
15 793 996
63 191 9720
88 152 797
192 1254 4717
942 3898 9695
15 88 1383
87 170 12570
8 678 771
770 8569 10984
1 1150 1421
157 3142 4794
201 882 1951
159 871 8492
8 35 643
133 206 1908
192 3265 5071
157 536 915
176 194 6205
20 63 1205
1238 3857 12907
163 836 1639
157 192 3857
15 208 2482
13 145 177
157 163 329
183 839 10369
82 162 1517
8 643 1280
179 777 2105
148 194 988
179 201 5168
56 2173 2868
79 163 2122
15 839 1034
15 49 707
63 1109 2179
24 103 1400
167 766 3537
167 203 3523
195 961 1549
63 162 1540
53 105 189
24 103 2485
162 200 2752
103 640 1383
20 173 9202
49 103 1280
157 203 1535
56 192 1031
184 198 7191
157 2431 10420
201 865 7210
24 770 9229 13234
82 2777 3908
17 943 4510
157 178 4830
82 177 1171
63 147 2234
103 1352 5191
15 205 836
205 942 1236
3 1409 5214
1383 2707 8677
68 1109 5071
68 189 2726
46 179 9202
49 167 1280
206 770 1383
157 184 1409
103 185 3908
17 133 644
8 148 749
20 836 9256
68 198 1109
167 7846 12130
88 1908 5125
20 64 5074
169 749 3579
15 1031 2485
200 7839 12117
184 766 5207
105 1385 4915
163 1639 2485
148 194 1538
103 205 4572
198 206 797
24 2707 5125
24 74 1325
35 169 4794
63 157 915
20 27 5325
204 1517 2201
199 836 2431
204 1031 2173
24 204 1109
193 839 12130
194 208 8839
49 836 4436
3 82 169
105 163 749
74 173 3142
56 2173 4825
185 836 2822
194 208 918
169 4510 4578
175 206 12385
46 868 3552
103 1535 3908
173 199 9250
208 3993 7024
192 821 2173
46 3420 9229
162 210 4794
171 179 13210
157 2179 2773
1383 1445 3579
133 928 1823
199 206 499
677 797 920
749 5125 9202
163 2485 5125
157 3523 9615
24 1400 2016
178 208 536
35 2713 7191
49 1280 2357
162 1517 2201
46 770 11092
11 900 1333 3898
82 2431 2569
49 126 179
62 189 964
46 2656 8569
386 821 2136
46 2980 4915
82 961 2431
105 1109 1329 5071
703 1034 1109
192 4438 6337
201 988 4510
703 2105 2292
157 1280 8677
173 178 694
103 192 3857
159 208 1109
33 179 5168
148 749 3579
793 1002 4830
82 943 1109
170 1236 7024
46 49 13210
105 777 9343
157 1246 2105
166 2713 12084
2713 5134 8683
868 5125 8677
103 119 205
185 703 1031
8 1021 1660
1639 2485 10420
106 882 4968
171 1280 13210
918 1280 4915
15 150 178
3 179 857
192 203 13213
81 204 9649
24 167 4915
770 2254 3552
24 686 8028
1540 5126 9720
3 157 1940
49 160 4040
3 179 3908
148 686 749
536 915 2179
207 2776 12117
24 4258 4794
63 197 1533
157 163 11092
82 148 1109
386 912 2050 2752
748 1540 5126
105 1569 6223
20 88 1015
20 94 2822
193 2713 3981
157 686 4794
94 175 14249
205 386 2050
163 2752 4609
24 5206 7921
797 860 3142
103 836 915
64 162 12385
209 1139 1479
179 3265 5071
3 1409 8492
208 2989 13213
749 3142 4609
20 185 969
24 918 1385
157 1236 3908
105 133 4512
210 1569 3579
49 793 1143
24 1043 4794
3 8 184
1517 2713 12084
839 1034 2482
15 204 870
103 836 4040
64 793 1105
201 1109 5125
157 4939 7609
24 1109 4794
103 203 3523
119 157 925
179 199 4040
15 48 1109
198 7191 12784
185 703 836
1918 3857 12907
105 4918 7561
105 2980 3469 13462
46 3420 7450
797 1460 3142
103 167 1383
56 386 821
82 655 4665
1280 2105 9202
24 179 1325
17 133 3076
203 1123 12570
68 2616 5077
35 157 3908
208 884 12907
199 1383 3523
44 195 5036
179 836 9202
103 157 3523
192 386 1031
46 918 11092
157 183 7543
3 106 1236
133 198 4578
103 765 2105
162 2201 4167
166 871 920
20 24 98
24 33 4669
20 703 1379
88 157 5125
1517 2246 6288
15 3295 7849
8 133 686
63 197 1209
868 2707 5125
871 920 8683
46 1530 11196
1094 3420 7474
103 162 1350
56 1690 2752
24 3259 4794
1011 2506 5337
188 386 2173
134 1409 4613
8 46 2406
24 749 1325
33 142 169
800 1011 2506
197 503 1639
749 1109 7702
103 3420 9229
163 183 10216
678 1280 7024
133 832 988
193 2201 5431
148 194 868
82 206 835
27 200 9433
103 205 2233
24 27 105
88 686 797
20 103 157
3 8 3537
170 770 8677
105 1569 2254
