8 43 -83 -216 197 197 -146 -272 -90 218 218 -342 -55 253 253 -181 127 127 99 99 -454 -244 50 22 -90 -90 85 57 -265 -265 -69 239 239 211 211 -237 -104 -132 -34 -34 -48 260 260 232 232 -216 -13 295 295 267 267 -181 -279 -279 -307 -335
154 -56 -154 -259 189 161 154 56 56 -231 -49 -259 -154 189 161 -252 91 63 91 63 -14 -245 182 182 0 -28 -28 -28 -245 -273 -126 217 189 217 189 -238 182 182 0 -28 -126 -98 -21 -98 -21 -203 -126 217 189 217 189 -238 -91 -119 14 14
99 99 -83 -216 99 99 -300 -251 36 246 246 -251 36 246 246 -146 64 64 36 36 -405 -237 127 99 -111 -111 127 99 -111 -111 -83 127 127 99 99 -237 -272 -405 -90 -90 64 274 274 246 246 -90 64 274 274 246 246 -90 -251 -251 -272 -300
21 -7 189 189 -154 28 -77 -196 -196 -14 -42 91 91 -42 -175 -259 154 126 154 126 -7 -322 224 224 -154 63 196 196 -182 35 -154 49 -189 49 -189 -112 126 126 -252 -35 -224 189 161 189 161 28 -357 161 133 161 133 0 -189 -217 -14 -14
1 -20 36 -97 22 8 -20 36 8 22 -97 15 -13 1 -13 43 -48 43 29 15 29 1 -153 29 -62 29 36 8 22 -97 64 -27 64 50 36 50 36 -97 22 8 64 -27 64 50 36 50 43 -48 43 29 15 29 -55 -174 -55 -83
23 -250 198 198 -5 37 -12 -194 -194 -82 -40 163 163 -40 2 -250 93 135 93 135 -173 -124 219 219 -299 58 51 51 -152 -110 -152 191 -187 191 -187 30 184 184 -229 23 -229 114 156 114 156 -47 -187 156 -12 156 -12 -5 -362 -215 128 128
202 -302 -407 -302 237 202 202 202 202 -134 -274 -302 -407 237 202 -302 237 202 237 202 -134 -295 335 335 -1 -36 -169 -169 -260 -295 -169 370 335 370 335 -316 335 335 -1 -36 -295 -316 -36 -316 -36 -372 -169 370 335 370 335 -316 -260 -295 -1 -1
9 -159 72 72 30 2 9 -75 -75 -12 -40 72 72 30 2 -33 51 23 51 23 -124 -47 79 79 37 -201 16 16 -26 -54 -89 -5 72 -5 72 30 79 79 37 -96 -26 58 30 58 30 -12 -124 -40 72 -40 72 30 -250 -33 51 51
55 69 6 -120 6 34 -85 -148 41 62 90 -239 55 76 104 -8 13 41 -8 20 -64 -71 76 55 -29 -106 90 69 -15 -197 6 27 55 6 34 -50 -64 -190 -64 -36 62 83 111 62 90 6 76 97 125 76 104 20 -127 -204 -78 -99
7 28 224 224 -98 -49 -231 -245 -245 -42 7 -14 -14 -21 28 -154 175 224 175 224 -203 28 224 224 -203 -49 140 140 -77 -133 -210 119 -252 119 -252 -154 -14 -14 -21 28 -154 175 224 175 224 -98 -238 91 140 91 140 -77 -364 -210 119 119
